algoritmo,melhor_ordem,melhor_custo,pior_custo,custo_medio,reinicializacoes,iteracoes,tempo_ms
Hill-Climbing,"[1, 3, 2, 0]",986.0,1258.0,995.0666666666667,30,77,0.7836000004317611
