algoritmo,melhor_ordem,melhor_custo,pior_custo,custo_medio,reinicializacoes,iteracoes,tempo_ms
Hill-Climbing,[0],141.0,141.0,141.0,30,30,0.07040000127744861
SA,[0],141.0,141.0,141.0,5,0.010700001439545304,[141.0],[141.0],[1000.0],1000.0,0.998,10000
