algorithm,best_order,best_cost,worst_cost,mean_cost,restarts_done,iterations,time_ms
Hill-Climbing,"[1, 3, 2, 0]",986.0,1258.0,1031.3333333333333,30,65,0.6393999992724275
SA,"[1, 3, 2, 0]",986.0,986.0,986.0,5,109.68690000117931,1000.0,0.995,10000
