algorithm,best_order,best_cost,worst_cost,mean_cost,restarts_done,iterations,time_ms
Hill-Climbing,"[1, 0]",19.0,19.0,19.0,30,43,0.14419999934034422
SA,"[1, 0]",19.0,19.0,19.0,5,100.68659999888041,1000.0,0.995,10000
